uf;cod_mun_ibge;nome_municipio;partido;coligacao;n_partidos;espvida;mort1;e_anosestudo;t_analf25m;ppob;rdpc;agua_esgoto;i_escolaridade;p_super;t_des18m;gini
PE;2603801;Capoeiras;PMDB-PSDB-PFL;Coligado;2;63,33;65,97;7,28;53,56;85,57;143,80;15,68;0,126;0,54;3,86;0,51
PE;2613008;São Bento do Una;PMDB-PSDB-PFL;Coligado;4;65,56;55,42;6,60;47,88;83,07;309,10;21,78;0,155;2,62;7,99;0,75
PE;2606705;Ibirajuba;PMDB-PSDB-PFL;Coligado;2;63,34;65,90;7,52;54,99;86,07;135,52;24,89;0,123;1,65;11,63;0,62
PE;2603108;Cachoeirinha;PMDB-PSDB-PFL;Coligado;3;67,36;47,66;7,50;48,75;71,45;247,57;15,72;0,161;1,94;8,85;0,53
PE;2601508;Belém de Maria;PMDB-PSDB-PFL;Coligado;4;62,60;69,58;7,02;51,05;87,34;139,85;15,24;0,143;2,24;19,88;0,56
PE;2601201;Arcoverde;PMDB-PSDB-PFL;Coligado;4;68,26;43,96;7,89;29,33;65,40;341,06;3,38;0,354;10,21;15,79;0,60
PE;2608107;João Alfredo;PMDB-PSDB-PFL;Coligado;3;65,74;54,65;6,88;52,92;80,47;169,51;47,75;0,120;1,19;7,37;0,55
PE;2606408;Gravatá;PMDB-PSDB-PFL;Coligado;4;65,41;56,11;7,22;39,37;70,74;276,25;10,81;0,221;3,76;16,28;0,55
PE;2610202;Panelas;PMDB-PSDB-PFL;Coligado;2;64,12;62,10;6,82;61,65;85,98;143,22;12,65;0,112;0,66;5,31;0,58
PE;2609006;Macaparana;PMDB-PSDB-PFL;Coligado;2;63,34;65,90;7,36;48,38;81,67;155,91;19,77;0,188;5,39;18,64;0,54
PE;2609808;Orocó;PMDB-PSDB-PFL;Coligado;2;66,45;51,51;7,36;44,87;75,64;201,72;15,91;0,221;1,07;8,46;0,55
PE;2601300;Barra de Guabiraba;PMDB-PSDB-PFL;Coligado;2;60,85;78,79;5,98;55,39;83,46;149,05;9,93;0,112;1,38;15,91;0,50
PE;2608305;Jupi;Outros;Coligado;2;63,63;64,45;7,17;49,81;80,05;183,32;35,15;0,146;1,85;4,26;0,61
PE;2604403;Chã de Alegria;Outros;Coligado;2;66,20;52,58;7,65;46,76;89,35;132,88;41,06;0,165;1,45;20,26;0,55
PE;2609204;Maraial;PMDB-PSDB-PFL;Coligado;2;61,44;75,64;5,80;53,93;90,86;120,49;17,83;0,118;0,80;16,38;0,52
PE;2608008;Jataúba;PMDB-PSDB-PFL;Coligado;2;63,33;65,97;6,97;53,66;83,23;141,82;7,33;0,091;0,55;3,84;0,57
PE;2615300;Timbaúba;PMDB-PSDB-PFL;Coligado;4;65,56;55,42;6,39;35,66;78,48;233,83;26,93;0,238;3,20;17,58;0,60
PE;2610707;Paulista;PMDB-PSDB-PFL;Coligado;4;72,80;27,49;9,29;10,39;48,75;430,90;3,50;0,535;7,36;23,07;0,52
PE;2601607;Belém do São Francisco;PMDB-PSDB-PFL;Coligado;2;67,36;47,66;6,49;40,68;78,83;227,60;3,49;0,242;6,57;12,40;0,60
PE;2605608;Flores;PMDB-PSDB-PFL;Coligado;2;66,16;52,76;8,00;48,57;85,46;132,04;16,61;0,139;1,36;6,60;0,55
PE;2602803;Buíque;PMDB-PSDB-PFL;Coligado;2;66,49;51,32;5,60;60,49;88,08;119,37;12,57;0,093;1,91;8,58;0,61
PE;2605509;Ferreiros;PMDB-PSDB-PFL;Coligado;2;66,20;52,58;7,74;44,17;83,31;174,04;27,88;0,173;1,80;18,90;0,53
PE;2614006;Serrita;PMDB-PSDB-PFL;Coligado;2;66,45;51,51;7,22;45,91;86,31;144,40;8,70;0,130;1,77;10,32;0,53
PE;2608503;Lagoa de Itaenga;PMDB-PSDB-PFL;Coligado;2;66,16;52,76;6,90;45,44;82,87;165,05;48,00;0,146;1,48;14,20;0,50
PE;2607505;Itaíba;PMDB-PSDB-PFL;Coligado;2;62,96;67,80;5,84;58,95;84,67;150,17;12,90;0,077;1,00;4,36;0,61
PE;2600708;Aliança;PMDB-PSDB-PFL;Coligado;3;65,56;55,42;7,27;46,24;86,36;151,65;41,73;0,135;2,30;21,62;0,51
PE;2608404;Jurema;PMDB-PSDB-PFL;Coligado;2;58,18;94,11;6,26;59,99;84,61;167,15;14,10;0,077;1,07;3,82;0,60
PE;2616308;Vicência;PMDB-PSDB-PFL;Coligado;3;66,45;51,51;7,59;43,00;85,23;157,61;28,95;0,186;3,40;15,43;0,54
PE;2607653;Itambé;PMDB-PSDB-PFL;Coligado;3;60,85;78,79;6,61;49,81;85,81;158,98;44,96;0,159;2,60;18,50;0,54
PE;2610004;Palmares;PMDB-PSDB-PFL;Coligado;5;62,87;68,26;6,78;35,10;70,92;272,07;6,55;0,294;6,33;22,37;0,59
PE;2611002;Petrolândia;PMDB-PSDB-PFL;Coligado;2;67,43;47,35;8,16;30,80;73,53;232,31;11,28;0,281;3,09;17,49;0,56
PE;2601805;Betânia;PMDB-PSDB-PFL;Não-coligado;2;64,79;58,96;7,39;48,05;91,11;114,71;9,10;0,121;1,57;5,85;0,51
PE;2614402;Solidão;PMDB-PSDB-PFL;Não-coligado;2;61,78;73,83;7,88;46,12;88,84;97,03;20,08;0,150;0,76;5,76;0,64
PE;2605400;Feira Nova;PMDB-PSDB-PFL;Coligado;3;65,56;55,42;6,76;50,00;82,66;193,80;45,26;0,116;1,31;9,94;0,54
PE;2613701;São Lourenço da Mata;PMDB-PSDB-PFL;Coligado;3;67,72;46,14;7,89;28,20;72,46;250,20;25,71;0,311;2,59;22,54;0,54
PE;2608750;Lagoa Grande;PMDB-PSDB-PFL;Coligado;2;63,70;64,15;7,27;43,46;83,78;206,67;23,86;0,150;0,83;10,94;0,59
PE;2611804;Ribeirão;PMDB-PSDB-PFL;Coligado;4;65,57;55,39;6,54;40,78;77,52;227,80;14,87;0,238;2,64;25,82;0,58
PE;2607109;Ingazeira;PMDB-PSDB-PFL;Coligado;3;64,56;60,04;9,12;40,75;79,47;218,99;22,09;0,207;0,95;4,68;0,58
PE;2607802;Itaquitinga;PMDB-PSDB-PFL;Coligado;3;59,69;85,29;7,07;43,45;86,96;162,27;54,28;0,175;2,84;19,70;0,56
PE;2611309;Pombos;PMDB-PSDB-PFL;Coligado;3;67,27;48,00;6,38;46,26;79,47;214,66;22,55;0,140;2,54;8,96;0,56
PE;2600302;Agrestina;PMDB-PSDB-PFL;Coligado;2;64,41;60,72;6,96;52,36;77,61;222,12;17,77;0,128;1,98;9,07;0,59
PE;2603900;Carnaíba;PMDB-PSDB-PFL;Coligado;2;61,78;73,83;8,02;48,06;84,95;132,20;5,47;0,173;2,25;7,78;0,58
PE;2611533;Quixaba;PMDB-PSDB-PFL;Coligado;2;61,78;73,83;8,03;47,52;87,92;106,26;5,85;0,119;1,69;5,08;0,72
PE;2610806;Pedra;PMDB-PSDB-PFL;Coligado;3;64,05;62,46;6,01;49,56;84,11;175,19;13,75;0,145;2,97;6,85;0,61
PE;2603504;Camocim de São Félix;PMDB-PSDB-PFL;Coligado;2;64,67;59,51;7,03;49,43;76,47;233,37;20,10;0,131;2,48;17,03;0,56
PE;2615805;Tupanatinga;PMDB-PSDB-PFL;Coligado;2;61,52;75,24;5,33;60,71;89,91;102,39;13,61;0,084;0,70;5,86;0,59
PE;2616506;Xexéu;PMDB-PSDB-PFL;Coligado;3;60,06;83,20;6,14;54,11;89,85;127,01;18,58;0,121;1,23;20,55;0,50
PE;2611903;Rio Formoso;PMDB-PSDB-PFL;Coligado;5;65,84;54,20;6,12;42,03;83,36;163,75;25,88;0,190;2,08;23,73;0,54
PE;2605905;Gameleira;PMDB-PSDB-PFL;Coligado;3;62,60;69,58;6,12;47,17;87,12;154,02;18,68;0,165;1,62;22,00;0,52
PE;2610400;Parnamirim;PMDB-PSDB-PFL;Coligado;2;66,49;51,32;7,11;37,07;83,45;169,29;3,17;0,166;2,60;8,25;0,56
PE;2615201;Terra Nova;PMDB-PSDB-PFL;Coligado;2;66,30;52,18;8,18;34,81;75,75;203,70;5,05;0,224;3,47;6,54;0,51
PE;2614709;Tacaimbó;PMDB-PSDB-PFL;Coligado;2;65,04;57,81;6,55;53,95;84,83;155,64;23,03;0,121;2,08;5,88;0,51
PE;2612406;Sanharó;PMDB-PSDB-PFL;Coligado;2;63,34;65,90;6,93;43,17;77,45;271,29;23,69;0,172;5,09;8,81;0,64
PE;2612604;Santa Maria da Boa Vista;PMDB-PSDB-PFL;Coligado;2;65,62;55,16;7,54;39,80;77,49;216,00;17,24;0,215;0,96;8,15;0,58
PE;2606002;Garanhuns;PMDB-PSDB-PFL;Coligado;5;67,36;47,66;7,72;30,14;65,04;332,38;11,17;0,331;7,25;15,72;0,60
PE;2605707;Floresta;PMDB-PSDB-PFL;Coligado;2;67,84;45,66;7,90;29,48;77,89;227,05;6,78;0,292;6,20;17,64;0,62
PE;2603926;Carnaubeira da Penha;PMDB-PSDB-PFL;Coligado;2;62,62;69,48;5,42;52,97;93,64;77,98;7,33;0,106;0,09;10,49;0,61
PE;2615904;Tuparetama;PMDB-PSDB-PFL;Coligado;2;67,85;45,63;8,58;39,76;76,76;205,87;12,29;0,239;3,07;15,44;0,58
PE;2611507;Quipapá;Outros;Coligado;3;64,84;58,72;5,91;60,12;86,57;145,05;19,06;0,115;1,94;14,57;0,61
PE;2615607;Trindade;Outros;Coligado;3;63,34;65,90;6,26;42,62;78,31;359,43;42,46;0,188;3,15;14,28;0,77
PE;2612000;Sairé;Outros;Coligado;2;64,67;59,51;6,49;51,60;81,22;165,57;37,02;0,106;0,39;7,65;0,46
PE;2607604;Ilha de Itamaracá;Outros;Coligado;4;70,66;34,81;8,84;23,56;68,25;314,45;12,81;0,335;4,16;18,92;0,59
PE;2600500;Águas Belas;Outros;Coligado;6;59,69;85,29;5,91;59,71;87,14;131,78;11,40;0,132;1,17;12,78;0,62
PE;2610301;Paranatama;Outros;Coligado;2;59,87;84,25;5,93;54,69;84,94;135,47;25,28;0,097;0,38;1,37;0,49
PE;2616001;Venturosa;Outros;Coligado;2;64,48;60,40;7,95;43,10;80,38;204,55;6,79;0,183;2,19;9,83;0,56
PE;2603405;Calumbi;Outros;Coligado;2;61,78;73,83;7,71;47,56;86,09;135,53;13,49;0,140;1,79;3,07;0,58
PE;2602902;Cabo de Santo Agostinho;Outros;Coligado;2;69,02;40,97;8,19;25,88;69,74;270,17;10,23;0,344;2,98;27,45;0,54
PE;2611101;Petrolina;Outros;Coligado;3;70,36;35,89;8,25;22,48;62,86;404,40;4,07;0,366;7,10;16,54;0,63
PE;2611408;Primavera;Outros;Coligado;2;65,74;54,65;6,96;42,40;84,61;166,67;19,06;0,151;1,66;19,31;0,52
PE;2602100;Bom Conselho;Outros;Coligado;4;60,30;81,84;6,24;50,57;84,30;159,67;12,58;0,176;2,78;7,66;0,58
PE;2602308;Bonito;Outros;Coligado;2;62,45;70,39;5,58;49,45;80,20;215,48;18,38;0,153;1,99;14,15;0,63
PE;2600906;Amaraji;Outros;Coligado;2;66,30;52,18;6,97;45,92;83,27;159,00;17,76;0,165;1,02;15,04;0,49
PE;2600104;Afogados da Ingazeira;Outros;Coligado;2;68,66;42,39;8,13;37,13;74,65;280,17;7,71;0,277;4,60;12,95;0,65
PE;2602605;Brejo da Madre de Deus;Outros;Coligado;2;62,45;70,35;5,57;51,44;78,01;202,67;10,44;0,117;0,72;6,43;0,51
PE;2612802;Santa Terezinha;Outros;Não-coligado;3;61,82;73,63;7,15;43,63;83,08;146,02;28,95;0,210;1,82;7,50;0,55
PE;2613206;São João;Outros;Coligado;2;63,34;65,90;6,51;49,51;86,54;150,57;37,61;0,112;1,27;5,78;0,57
PE;2616183;Vertente do Lério;Outros;Coligado;2;61,99;72,74;6,41;56,30;89,62;109,83;62,67;0,093;0,62;4,20;0,58
PE;2605004;Cupira;Outros;Coligado;3;64,16;61,94;7,05;51,01;77,95;206,92;10,13;0,143;1,03;9,81;0,56
PE;2603702;Canhotinho;Outros;Coligado;4;62,57;69,72;6,59;54,45;84,49;169,06;19,21;0,128;1,81;9,11;0,57
PE;2612208;Salgueiro;Outros;Coligado;2;69,68;38,44;7,88;29,93;74,27;281,71;5,26;0,290;5,93;18,01;0,63
PE;2611705;Riacho das Almas;Outros;Coligado;2;61,92;73,07;7,15;52,16;82,16;297,70;20,50;0,123;1,81;7,62;0,72
PE;2600401;Água Preta;Outros;Coligado;4;65,60;55,24;5,16;49,44;86,71;139,69;13,85;0,165;2,45;31,80;0,53
PE;2609402;Moreno;Outros;Coligado;3;67,84;45,66;8,06;28,43;76,85;201,82;12,65;0,282;1,98;23,62;0,50
PE;2606101;Glória do Goitá;Outros;Coligado;3;66,30;52,18;7,25;49,42;83,90;168,29;28,42;0,156;1,46;9,79;0,52
PE;2601052;Araçoiaba;Outros;Coligado;2;66,49;51,32;7,03;46,82;88,27;152,31;49,31;0,144;0,91;25,52;0,53
PE;2604007;Carpina;Outros;Coligado;3;70,62;34,96;8,26;28,74;71,11;347,72;22,91;0,319;7,56;24,82;0,64
PE;2616407;Vitória de Santo Antão;Outros;Coligado;6;66,53;51,15;7,15;33,68;71,20;264,24;12,36;0,272;3,91;16,98;0,54
PE;2612505;Santa Cruz do Capibaribe;Outros;Coligado;3;69,02;40,97;6,66;30,78;51,14;411,88;10,16;0,198;1,12;4,19;0,52
PE;2614600;Tabira;Outros;Coligado;2;64,87;58,58;8,07;38,04;78,92;170,68;9,44;0,225;1,72;8,61;0,58
PE;2604601;Condado;Outros;Coligado;5;65,74;54,65;6,66;40,80;80,21;166,57;44,59;0,225;4,20;21,46;0,53
PE;2605202;Escada;Outros;Coligado;4;66,21;52,57;7,11;37,84;79,41;193,83;17,26;0,240;2,51;25,64;0,51
PE;2609709;Orobó;Outros;Coligado;2;64,40;60,78;7,90;49,09;83,87;157,26;47,28;0,144;1,19;6,70;0,61
PE;2607703;Itapetim;Outros;Coligado;2;62,22;71,55;8,02;37,80;77,41;173,81;19,71;0,183;2,36;5,79;0,58
PE;2610608;Paudalho;Outros;Coligado;4;67,85;45,63;6,97;35,69;80,52;211,43;36,66;0,211;2,32;24,40;0,57
PE;2606309;Granito;Outros;Não-coligado;2;64,44;60,62;6,67;48,12;91,07;122,38;15,74;0,146;1,79;14,72;0,61
PE;2603009;Cabrobó;Outros;Coligado;2;67,46;47,24;7,94;40,95;78,78;221,03;1,10;0,201;2,51;11,35;0,58
PE;2615508;Tracunhaém;Outros;Coligado;3;65,60;55,24;7,51;46,04;87,09;165,52;38,75;0,159;1,67;16,24;0,45
PE;2607752;Itapissuma;Outros;Coligado;2;67,85;45,63;8,02;33,64;75,21;234,29;1,51;0,248;1,82;18,94;0,55
PE;2614857;Tamandaré;Outros;Coligado;3;62,60;69,58;5,53;44,69;84,20;171,77;14,93;0,161;2,81;26,73;0,60
PE;2613602;São José do Egito;Outros;Coligado;3;67,46;47,24;8,66;34,69;78,35;203,46;13,53;0,240;2,31;10,63;0,58
PE;2612554;Santa Filomena;Outros;Coligado;2;65,62;55,16;5,40;51,56;91,78;91,23;20,09;0,056;0,22;6,01;0,62
PE;2613404;São José da Coroa Grande;Outros;Coligado;3;64,10;62,20;7,02;40,39;81,61;196,91;5,76;0,260;4,00;28,38;0,62
PE;2612307;Saloá;Outros;Coligado;3;63,34;65,90;6,63;54,94;83,54;152,88;19,70;0,130;0,87;3,95;0,60
PE;2602407;Brejão;Outros;Coligado;2;61,06;77,67;5,86;51,88;89,13;126,55;18,34;0,122;1,36;4,65;0,47
PE;2606804;Igarassu;Outros;Coligado;4;67,85;45,63;8,26;25,49;70,20;252,37;19,66;0,309;3,42;27,92;0,53
PE;2614105;Sertânia;Outros;Coligado;2;67,43;47,35;7,18;41,49;78,68;204,52;12,25;0,218;5,28;19,38;0,61
PE;2606606;Ibimirim;PMDB-PSDB-PFL;Coligado;3;61,52;75,23;6,11;50,34;85,24;137,19;20,01;0,131;1,83;17,12;0,63
PE;2603603;Camutanga;PMDB-PSDB-PFL;Coligado;3;67,36;47,66;7,01;42,80;82,81;157,79;35,34;0,205;3,12;18,45;0,53
PE;2607208;Ipojuca;PMDB-PSDB-PFL;Coligado;3;67,72;46,14;6,37;38,16;80,14;206,67;23,34;0,219;2,05;22,15;0,53
PE;2601102;Araripina;PMDB-PSDB-PFL;Coligado;4;67,72;46,14;5,74;42,00;80,12;226,84;10,12;0,178;5,77;8,99;0,67
PE;2603306;Calçado;PMDB-PSDB-PFL;Coligado;3;61,34;76,17;7,91;51,59;83,32;142,25;38,15;0,137;0,30;3,51;0,52
PE;2613800;São Vicente Ferrer;PMDB-PSDB-PFL;Coligado;3;64,40;60,78;7,18;51,45;83,79;156,37;18,68;0,134;2,07;13,43;0,56
PE;2609907;Ouricuri;PMDB-PSDB-PFL;Coligado;4;64,12;62,10;6,14;48,29;83,78;208,37;12,16;0,161;3,50;13,60;0,72
PE;2612901;São Benedito do Sul;PMDB-PSDB-PFL;Coligado;2;60,90;78,55;6,33;59,82;89,82;115,27;11,41;0,103;0,61;10,66;0,55
PE;2613909;Serra Talhada;PMDB-PSDB-PFL;Coligado;3;69,12;40,58;7,36;36,38;74,66;250,29;3,55;0,261;5,01;11,13;0,58
PE;2608255;Jucati;PMDB-PSDB-PFL;Coligado;2;57,81;96,37;6,63;52,33;89,33;124,16;26,36;0,097;0,41;2,43;0,53
PE;2602704;Buenos Aires;PMDB-PSDB-PFL;Coligado;2;66,20;52,58;7,72;46,88;87,30;147,21;37,60;0,163;1,68;17,19;0,46
PE;2605806;Frei Miguelinho;PMDB-PSDB-PFL;Coligado;2;66,81;49,98;6,41;51,47;80,63;159,25;54,32;0,102;1,40;5,66;0,55
PE;2600807;Altinho;PMDB-PSDB-PFL;Coligado;4;65,56;55,42;6,79;52,65;79,83;168,95;11,50;0,147;0,93;8,42;0,56
PE;2612471;Santa Cruz da Baixa Verde;PMDB-PSDB-PFL;Coligado;2;67,46;47,24;8,39;39,19;84,22;155,62;16,44;0,179;2,23;5,94;0,53
PE;2616209;Vertentes;PMDB-PSDB-PFL;Coligado;2;66,51;51,23;6,14;45,37;76,81;193,40;50,06;0,169;2,62;7,89;0,52
PE;2614204;Sirinhaém;PMDB-PSDB-PFL;Coligado;2;67,43;47,34;6,41;41,41;87,52;173,18;28,62;0,149;1,79;19,65;0,54
PE;2608057;Jatobá;PMDB-PSDB-PFL;Coligado;3;68,55;42,79;8,21;31,14;76,86;214,99;19,89;0,291;4,38;23,96;0,59
PE;2601409;Barreiros;PMDB-PSDB-PFL;Coligado;2;64,00;62,69;7,06;38,64;81,64;189,34;7,22;0,263;5,05;29,27;0,56
PE;2613305;São Joaquim do Monte;PMDB-PSDB-PFL;Coligado;2;62,65;69,36;6,14;56,96;82,69;155,37;15,66;0,089;0,64;12,57;0,53
PE;2615706;Triunfo;PMDB-PSDB-PFL;Coligado;2;70,62;34,96;9,52;29,03;77,04;225,18;22,75;0,265;5,07;8,38;0,59
PE;2612109;Salgadinho;PMDB-PSDB-PFL;Coligado;2;64,88;58,53;5,66;52,18;84,20;158,90;63,57;0,122;0,72;5,03;0,51
PE;2608909;Limoeiro;PMDB-PSDB-PFL;Coligado;2;69,95;37,44;8,64;33,48;73,07;239,49;33,26;0,271;5,03;16,32;0,54
PE;2609105;Machados;PMDB-PSDB-PFL;Coligado;2;63,34;65,90;7,15;51,56;83,20;173,17;26,01;0,141;1,60;9,49;0,57
PE;2608453;Lagoa do Carro;PMDB-PSDB-PFL;Coligado;2;65,57;55,39;8,21;40,40;79,63;232,23;39,12;0,198;2,64;12,94;0,55
PE;2610509;Passira;PMDB-PSDB-PFL;Coligado;4;65,04;57,81;7,15;50,73;81,20;161,44;53,13;0,141;1,03;8,75;0,54
PE;2604155;Casinhas;PMDB-PSDB-PFL;Coligado;2;62,22;71,52;6,93;53,80;86,36;161,21;61,90;0,107;0,52;6,07;0,60
PE;2612703;Santa Maria do Cambucá;PMDB-PSDB-PFL;Coligado;2;61,99;72,74;5,77;54,68;87,04;136,32;45,20;0,100;1,01;4,36;0,64
PE;2604700;Correntes;PMDB-PSDB-PFL;Coligado;2;60,51;80,65;6,55;52,98;82,00;168,30;6,69;0,145;1,85;8,53;0,62
PE;2607307;Ipubi;PMDB-PSDB-PFL;Coligado;2;64,44;60,62;6,91;51,76;86,03;167,89;35,32;0,136;2,14;12,87;0,66
PE;2600203;Afrânio;Outros;Coligado;2;66,20;52,58;7,08;45,32;86,06;140,58;8,76;0,090;0,56;4,86;0,57
PE;2608701;Lagoa dos Gatos;Outros;Coligado;2;61,52;75,24;6,33;60,48;85,42;147,80;13,63;0,109;0,53;6,67;0,60
PE;2604205;Catende;Outros;Coligado;3;66,21;52,57;6,91;41,57;76,61;209,93;4,99;0,253;3,76;23,26;0,55
PE;2615409;Toritama;Outros;Coligado;2;68,66;42,35;6,44;39,94;46,64;386,28;4,84;0,156;1,69;1,72;0,45
PE;2607000;Inajá;Outros;Coligado;2;60,81;79,03;6,55;53,31;87,68;140,42;24,30;0,162;2,27;6,02;0,68
PE;2603207;Caetés;Outros;Coligado;2;61,52;75,24;6,11;61,27;89,10;109,32;19,03;0,084;1,03;2,91;0,56
PE;2609303;Mirandiba;Outros;Coligado;2;66,16;52,77;8,04;42,35;89,66;129,11;9,02;0,205;3,71;7,30;0,54
PE;2603454;Camaragibe;Outros;Coligado;3;70,66;34,81;8,82;19,88;64,24;346,83;19,85;0,369;4,39;21,28;0,58
PE;2606200;Goiana;Outros;Coligado;3;67,84;45,66;7,69;30,19;73,03;245,01;23,41;0,288;5,54;20,52;0,56
PE;2609600;Olinda;Outros;Coligado;5;72,32;29,08;8,96;11,97;51,02;514,93;8,83;0,512;11,67;22,94;0,59
PE;2607901;Jaboatão dos Guararapes;Outros;Coligado;7;72,80;27,49;8,35;16,00;58,07;474,83;15,60;0,441;7,40;23,45;0,63
PE;2611606;Recife;Outros;Coligado;6;68,62;29,78;9,10;12,69;47,75;778,39;7,53;0,529;16,87;20,37;0,67
PI;2209005;Rio Grande do Piauí;Outros;Coligado;2;66,23;38,17;5,63;43,23;84,12;160,26;1,95;0,131;0,23;1,06;0,49
PI;2205300;Jerumenha;PMDB-PSDB-PFL;Coligado;4;67,37;34,54;6,98;34,28;86,48;132,56;0,68;0,188;0,68;11,53;0,53
PI;2204709;Inhuma;PMDB-PSDB-PFL;Coligado;2;64,23;45,01;7,29;44,09;75,84;206,64;2,12;0,159;1,90;7,55;0,54
PI;2205953;Marcolândia;PMDB-PSDB-PFL;Coligado;2;62,93;49,76;5,37;48,42;81,05;186,55;58,52;0,129;0,20;10,86;0,60
PI;2205599;Lagoa do Sítio;PMDB-PSDB-PFL;Coligado;2;62,14;52,79;6,30;51,22;91,95;102,23;7,49;0,110;0,14;2,27;0,62
PI;2207108;Olho D'Água do Piauí;PMDB-PSDB-PFL;Coligado;2;63,10;49,14;7,59;53,56;88,61;108,11;12,96;0,143;0,96;1,95;0,51
PI;2201705;Bertolínia;PMDB-PSDB-PFL;Coligado;3;66,42;37,56;6,76;41,15;83,74;150,04;10,16;0,161;0,50;10,69;0,62
PI;2206100;Matias Olímpio;PMDB-PSDB-PFL;Coligado;3;64,08;45,53;5,33;55,01;91,06;118,77;7,92;0,131;0,39;3,77;0,57
PI;2202109;Campinas do Piauí;PMDB-PSDB-PFL;Não-coligado;2;63,19;48,77;4,74;41,60;88,63;109,80;3,02;0,113;0,47;6,04;0,62
PI;2210607;São Raimundo Nonato;PMDB-PSDB-PFL;Coligado;4;67,36;34,57;8,24;32,32;73,73;231,30;19,95;0,249;1,75;6,20;0,54
PI;2204105;Francisco Ayres;PMDB-PSDB-PFL;Coligado;2;63,54;47,49;6,03;49,01;86,82;126,76;4,12;0,157;0,28;10,90;0,53
PI;2210300;São Julião;PMDB-PSDB-PFL;Coligado;1;64,23;45,01;6,07;54,03;82,60;187,92;8,07;0,144;2,19;10,72;0,66
PI;2208601;Prata do Piauí;PMDB-PSDB-PFL;Coligado;2;65,35;41,11;7,02;51,53;85,51;137,75;11,92;0,118;1,95;9,75;0,58
PI;2210508;São Pedro do Piauí;PMDB-PSDB-PFL;Coligado;3;66,31;37,92;7,47;46,02;86,70;149,13;22,12;0,165;0,54;4,88;0,57
PI;2209351;Santana do Piauí;PMDB-PSDB-PFL;Não-coligado;1;62,91;49,82;5,39;51,10;88,92;119,58;0,00;0,072;0,48;9,00;0,43
PI;2207751;Passagem Franca do Piauí;PMDB-PSDB-PFL;Coligado;3;63,61;47,24;5,64;58,11;88,63;121,70;16,43;0,089;0,00;2,47;0,50
PI;2202406;Capitão de Campos;PMDB-PSDB-PFL;Coligado;3;64,48;44,10;6,89;47,92;89,93;125,48;3,38;0,128;0,72;7,12;0,67
PI;2205557;Lagoa Alegre;PMDB-PSDB-PFL;Coligado;3;64,98;42,37;5,86;56,65;91,24;111,56;1,47;0,105;0,11;1,92;0,51
PI;2206605;Monte Alegre do Piauí;PMDB-PSDB-PFL;Coligado;2;63,10;49,14;5,78;43,79;88,08;126,56;2,05;0,135;0,37;4,84;0,62
PI;2201002;Arraial;PMDB-PSDB-PFL;Coligado;3;66,01;38,89;6,31;48,01;85,45;138,47;6,99;0,162;0,25;1,82;0,59
PI;2204402;Gilbués;PMDB-PSDB-PFL;Coligado;3;67,14;35,27;5,57;38,11;84,26;170,70;1,71;0,173;1,32;10,11;0,67
PI;2207793;Pau D'Arco do Piauí;PMDB-PSDB-PFL;Coligado;4;62,93;49,76;4,64;64,05;95,80;72,03;13,72;0,038;0,00;6,37;0,58
PI;2203800;Flores do Piauí;PMDB-PSDB-PFL;Coligado;2;65,40;40,94;5,62;53,07;88,98;125,09;0,02;0,097;0,55;0,77;0,51
PI;2206357;Milton Brandão;PMDB-PSDB-PFL;Não-coligado;2;63,10;49,14;5,38;62,45;96,15;64,91;13,52;0,045;0,00;3,74;0,61
PI;2204501;Guadalupe;PMDB-PSDB-PFL;Coligado;3;67,04;35,59;7,06;30,06;76,06;234,59;18,01;0,244;1,97;14,95;0,59
PI;2201804;Bocaina;PMDB-PSDB-PFL;Coligado;2;66,79;36,38;7,12;38,92;74,70;225,15;0,00;0,223;2,54;9,90;0,53
PI;2210805;Simplício Mendes;PMDB-PSDB-PFL;Coligado;2;66,67;36,74;7,12;36,67;77,36;248,04;10,19;0,172;0,50;10,34;0,61
PI;2203255;Curralinhos;PMDB-PSDB-PFL;Coligado;2;63,24;48,60;6,85;54,95;93,54;85,69;16,62;0,068;0,16;2,55;0,56
PI;2205805;Luzilândia;PMDB-PSDB-PFL;Coligado;3;58,73;67,09;5,26;49,94;84,62;145,77;9,02;0,151;0,12;7,10;0,56
PI;2205458;Joca Marques;PMDB-PSDB-PFL;Coligado;2;60,68;58,65;3,59;55,41;91,05;108,72;6,54;0,056;0,00;8,88;0,52
PI;2210383;São Miguel da Baixa Grande;PMDB-PSDB-PFL;Coligado;2;63,19;48,77;3,90;54,88;93,56;104,12;0,00;0,075;0,00;0,18;0,47
PI;2210979;Tanque do Piauí;PMDB-PSDB-PFL;Coligado;2;61,38;55,80;7,09;44,81;90,67;115,27;1,13;0,133;0,70;4,36;0,55
PI;2202729;Cocal dos Alves;PMDB-PSDB-PFL;Não-coligado;2;64,08;45,53;4,16;62,43;90,05;108,07;0,00;0,044;0,00;0,46;0,54
PI;2201101;Avelino Lopes;PMDB-PSDB-PFL;Coligado;3;61,59;54,95;5,20;37,71;91,84;104,55;18,34;0,109;0,40;2,07;0,54
PI;2210706;Simões;PMDB-PSDB-PFL;Coligado;2;63,10;49,14;5,50;48,96;87,96;132,29;8,01;0,111;1,55;6,85;0,57
