Dummy_cor;Dummy_sexo;Dummy_EnsSuperior;Dummy_Classe;receita_proc_ln;reeleicao;resultado
Não-branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-11,65523052215576;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-7,75166034698486;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-10,76126384735107;Não;0
Branca;Feminino;Ensino Superior;Classe alta e muito alta;-7,79540061950684;Não;0
Branca;Feminino;Ensino Superior;Classe alta e muito alta;-10,02233886718750;Não;0
Branca;Feminino;Ensino Superior;Classe alta e muito alta;-5,26611661911011;Não;0
Branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-11,78752422332764;Não;0
Branca;Masculino;Sem ensino superior;Classe alta e muito alta;-10,17441558837891;Não;0
Branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-7,24427366256714;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-10,31847000122070;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-9,48745918273926;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-8,37422657012939;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-6,98583841323853;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-10,18212890625000;Não;0
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-10,40002822875977;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-11,31681346893311;Não;0
Branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-9,06337165832520;Não;0
Não-branca;Feminino;Ensino Superior;Sem classe alta ou muito alta;-11,26282024383545;Não;0
Não-branca;Feminino;Ensino Superior;Classe alta e muito alta;-12,28476905822754;Não;0
Não-branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-11,38706874847412;Não;0
Branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-10,96698284149170;Não;0
Não-branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-11,94498062133789;Não;0
Não-branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-13,00144672393799;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-6,95057868957520;Não;0
Não-branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-13,15559768676758;Não;0
Branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-9,32091903686523;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-8,50065994262695;Não;0
Não-branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-9,18992900848389;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-6,34955453872681;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-8,62757682800293;Não;0
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-12,31020641326904;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-9,58401775360107;Não;0
Branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-12,19378185272217;Não;0
Branca;Masculino;Sem ensino superior;Classe alta e muito alta;-4,97728204727173;Não;1
Branca;Feminino;Ensino Superior;Sem classe alta ou muito alta;-10,07311630249023;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-5,67237424850464;Sim;0
Branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-12,52550888061523;Não;0
Branca;Feminino;Ensino Superior;Classe alta e muito alta;-10,32238388061523;Não;0
Branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-8,05813694000244;Não;0
Branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-12,09401035308838;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-9,87043476104736;Não;0
Não-branca;Masculino;Sem ensino superior;Classe alta e muito alta;-13,91773796081543;Não;0
Não-branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-9,60370445251465;Não;0
Branca;Feminino;Ensino Superior;Sem classe alta ou muito alta;-13,07044029235840;Não;0
Não-branca;Feminino;Ensino Superior;Sem classe alta ou muito alta;-9,72726726531982;Não;0
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-9,31781959533691;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-8,53534221649170;Não;0
Não-branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-12,70310783386230;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-11,39105701446533;Não;0
Branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-7,60505104064941;Não;0
Não-branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-12,99669647216797;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-8,80885791778564;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-10,31334686279297;Não;0
Não-branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-11,48527336120605;Não;0
Branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-7,71520996093750;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-8,94054412841797;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-8,93380832672119;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-6,90819883346558;Sim;1
Branca;Masculino;Sem ensino superior;Classe alta e muito alta;-4,19583177566528;Não;1
Branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-12,76965522766113;Não;0
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-10,17459011077881;Não;0
Branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-11,18722724914551;Não;0
Branca;Feminino;Ensino Superior;Classe alta e muito alta;-9,33131217956543;Não;0
Branca;Feminino;Ensino Superior;Sem classe alta ou muito alta;-8,98914241790771;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-6,19247531890869;Não;0
Não-branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-11,70060634613037;Não;0
Branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-9,70384788513184;Não;0
Não-branca;Masculino;Sem ensino superior;Classe alta e muito alta;-9,37047767639160;Não;0
Não-branca;Masculino;Sem ensino superior;Classe alta e muito alta;-9,95828628540039;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-4,50440263748169;Não;0
Branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-8,45328712463379;Não;0
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-11,35958766937256;Não;0
Não-branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-3,87463283538818;Não;1
Branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-11,68159770965576;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-9,23371887207031;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-7,00338554382324;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-5,18539857864380;Não;0
Branca;Feminino;Ensino Superior;Classe alta e muito alta;-12,16646957397461;Não;0
Não-branca;Feminino;Ensino Superior;Sem classe alta ou muito alta;-8,27770709991455;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-7,64844226837158;Não;0
Branca;Feminino;Ensino Superior;Classe alta e muito alta;-13,54152202606201;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-11,24968338012695;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-4,96523666381836;Sim;0
Branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-10,84636783599854;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-8,89044570922852;Não;0
Não-branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-13,52024078369141;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-9,82977104187012;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-10,73821640014648;Não;0
Branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-8,98117828369141;Não;0
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-11,50281524658203;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-10,21748542785645;Não;0
Não-branca;Feminino;Ensino Superior;Classe alta e muito alta;-12,24823570251465;Não;0
Branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-11,32177257537842;Não;0
Não-branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-10,28840827941895;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-6,59845447540283;Sim;1
Branca;Feminino;Ensino Superior;Classe alta e muito alta;-9,04211235046387;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-11,13685035705566;Não;0
Branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-13,96652793884277;Não;0
Branca;Masculino;Sem ensino superior;Classe alta e muito alta;-10,84449386596680;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-9,12253570556641;Não;0
Não-branca;Feminino;Ensino Superior;Classe alta e muito alta;-6,68397712707520;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-7,76651191711426;Não;0
Branca;Feminino;Ensino Superior;Classe alta e muito alta;-11,14419746398926;Não;0
Não-branca;Feminino;Ensino Superior;Classe alta e muito alta;-12,05698585510254;Não;0
Branca;Feminino;Ensino Superior;Sem classe alta ou muito alta;-9,03350162506104;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-10,36840343475342;Não;0
Branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-11,01000404357910;Não;0
Branca;Masculino;Sem ensino superior;Classe alta e muito alta;-11,98690700531006;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-10,06556606292725;Não;0
Branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-11,66394233703613;Não;0
Branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-13,14454746246338;Não;0
Branca;Feminino;Ensino Superior;Sem classe alta ou muito alta;-13,55800056457520;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-9,57155704498291;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-9,52469730377197;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-4,04848480224609;Sim;1
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-4,96419095993042;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-6,39252042770386;Não;0
Não-branca;Feminino;Ensino Superior;Sem classe alta ou muito alta;-9,14270782470703;Não;0
Branca;Masculino;Sem ensino superior;Classe alta e muito alta;-6,32330942153931;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-11,61515235900879;Não;0
Branca;Masculino;Sem ensino superior;Classe alta e muito alta;-9,75180912017822;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-11,81302261352539;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-9,01725387573242;Não;0
Branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-7,70070457458496;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-9,61050701141357;Não;0
Não-branca;Feminino;Ensino Superior;Classe alta e muito alta;-9,65909004211426;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-12,17476844787598;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-6,24202585220337;Não;0
Branca;Feminino;Ensino Superior;Sem classe alta ou muito alta;-8,99010181427002;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-11,55958271026611;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-12,90181732177734;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-7,65588998794556;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-8,33723926544189;Não;0
Não-branca;Masculino;Sem ensino superior;Classe alta e muito alta;-7,71490621566772;Não;0
Não-branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-9,09208774566650;Não;0
Branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-8,74499988555908;Não;0
Branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-12,19378185272217;Não;0
Branca;Feminino;Ensino Superior;Sem classe alta ou muito alta;-10,15820026397705;Não;0
Não-branca;Feminino;Ensino Superior;Classe alta e muito alta;-11,68058013916016;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-12,65819549560547;Não;0
Branca;Feminino;Ensino Superior;Classe alta e muito alta;-11,21765613555908;Não;0
Branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-8,89875602722168;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-9,88806247711182;Não;0
Branca;Feminino;Ensino Superior;Classe alta e muito alta;-13,10153007507324;Não;0
Branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-7,91428518295288;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-11,42847537994385;Não;0
Branca;Feminino;Ensino Superior;Classe alta e muito alta;-11,83960628509521;Não;0
Branca;Feminino;Ensino Superior;Sem classe alta ou muito alta;-13,96652793884277;Não;0
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-14,47735309600830;Não;0
Não-branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-10,21702384948730;Não;0
Branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-8,49332141876221;Não;0
Branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-10,73041534423828;Não;0
Branca;Masculino;Sem ensino superior;Classe alta e muito alta;-5,22701406478882;Sim;0
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-10,60663127899170;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-7,33813571929932;Não;0
Não-branca;Feminino;Ensino Superior;Classe alta e muito alta;-13,61587142944336;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-11,11149597167969;Não;0
Branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-12,25960063934326;Não;0
Branca;Masculino;Sem ensino superior;Classe alta e muito alta;-7,83541679382324;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-10,36917972564697;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-12,49290943145752;Não;0
Não-branca;Feminino;Ensino Superior;Classe alta e muito alta;-9,31970500946045;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-10,94903373718262;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-8,47264480590820;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-4,79434156417847;Sim;1
Não-branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-9,47261905670166;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-11,30333518981934;Não;0
Branca;Masculino;Sem ensino superior;Classe alta e muito alta;-10,81810474395752;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-10,32670783996582;Não;0
Branca;Feminino;Ensino Superior;Classe alta e muito alta;-11,06073379516602;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-10,38803577423096;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-8,18572139739990;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-10,37605094909668;Não;0
Branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-11,44711875915527;Não;0
Não-branca;Feminino;Ensino Superior;Classe alta e muito alta;-6,28090047836304;Não;0
Branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-11,18541336059570;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-8,46935939788818;Não;0
Branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-10,90389442443848;Não;0
Branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-14,45673465728760;Não;0
Não-branca;Masculino;Sem ensino superior;Classe alta e muito alta;-8,40588474273682;Não;0
Branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-8,60190486907959;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-8,81287956237793;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-8,72449493408203;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-7,14144563674927;Não;0
Branca;Masculino;Sem ensino superior;Classe alta e muito alta;-10,19516944885254;Não;0
Não-branca;Feminino;Ensino Superior;Sem classe alta ou muito alta;-8,26399135589600;Não;0
Não-branca;Masculino;Sem ensino superior;Classe alta e muito alta;-12,54341983795166;Não;0
Branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-12,14317321777344;Não;0
Branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-10,66678237915039;Não;0
Branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-11,66394233703613;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-4,54743051528931;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-9,36634922027588;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-8,74730777740479;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-9,44694519042969;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-9,53013896942139;Não;0
Branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-12,34220123291016;Não;0
Branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-11,20083808898926;Não;0
Branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-8,56012916564941;Não;0
Branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-11,27705287933350;Não;0
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-13,26613235473633;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-7,38573360443115;Sim;1
Branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-9,80592727661133;Não;0
Branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-8,10309600830078;Não;0
Branca;Feminino;Ensino Superior;Classe alta e muito alta;-6,21440124511719;Não;0
Branca;Feminino;Ensino Superior;Classe alta e muito alta;-4,93049907684326;Não;1
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-11,24885749816895;Não;0
Não-branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-13,96652793884277;Não;0
Branca;Feminino;Ensino Superior;Classe alta e muito alta;-10,44050598144531;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-10,98795413970947;Não;0
Branca;Feminino;Ensino Superior;Sem classe alta ou muito alta;-9,92998886108398;Não;0
Não-branca;Feminino;Ensino Superior;Classe alta e muito alta;-7,49233245849609;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-9,00888538360596;Não;0
Branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-8,32951545715332;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-9,43103599548340;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-6,84836626052856;Não;0
Branca;Feminino;Ensino Superior;Sem classe alta ou muito alta;-9,05773162841797;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-9,15353107452393;Não;0
Branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-11,21925735473633;Não;0
Branca;Feminino;Ensino Superior;Classe alta e muito alta;-7,64794969558716;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-7,01097393035889;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-8,48610496520996;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-9,98541259765625;Não;0
Branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-10,30425453186035;Não;0
Branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-11,56003284454346;Não;0
Branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-7,53086805343628;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-4,77745485305786;Sim;0
Branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-10,45985126495361;Não;0
Branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-10,01581287384033;Não;0
Branca;Masculino;Sem ensino superior;Classe alta e muito alta;-10,75229454040527;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-9,19709587097168;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-9,53156375885010;Não;0
Branca;Feminino;Ensino Superior;Classe alta e muito alta;-12,86686611175537;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-11,66394233703613;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-6,04145193099976;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-3,87948560714722;Sim;1
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-12,42630100250244;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-7,28516530990601;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-7,80083179473877;Não;0
Branca;Feminino;Ensino Superior;Classe alta e muito alta;-11,93587589263916;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-11,07615566253662;Não;0
Não-branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-13,05750370025635;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-9,92991447448730;Não;0
Branca;Masculino;Sem ensino superior;Classe alta e muito alta;-9,52174377441406;Não;0
Branca;Feminino;Ensino Superior;Sem classe alta ou muito alta;-11,55407524108887;Não;0
Branca;Feminino;Sem ensino superior;Classe alta e muito alta;-10,66699409484863;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-7,70084667205811;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-7,65582561492920;Não;0
Branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-11,47535800933838;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-4,59185934066772;Não;1
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-4,83611202239990;Não;1
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-8,26274585723877;Não;0
Branca;Feminino;Ensino Superior;Classe alta e muito alta;-9,11919593811035;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-4,77840805053711;Não;1
Branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-10,94026660919189;Não;0
Branca;Feminino;Sem ensino superior;Classe alta e muito alta;-11,20632171630859;Não;0
Branca;Masculino;Sem ensino superior;Classe alta e muito alta;-5,90534067153931;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-12,39021205902100;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-4,90033864974976;Sim;1
Branca;Feminino;Ensino Superior;Classe alta e muito alta;-9,74107551574707;Não;0
Não-branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-5,08458375930786;Sim;1
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-9,70530319213867;Não;0
Branca;Masculino;Sem ensino superior;Classe alta e muito alta;-10,59064865112305;Não;0
Branca;Feminino;Ensino Superior;Classe alta e muito alta;-7,95163965225220;Não;0
Não-branca;Feminino;Ensino Superior;Classe alta e muito alta;-13,52024078369141;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-11,32657814025879;Não;0
Não-branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-10,46142101287842;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-9,42790317535400;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-10,57830619812012;Não;0
Branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-8,77474975585938;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-11,68874740600586;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-10,47999382019043;Não;0
Branca;Feminino;Ensino Superior;Classe alta e muito alta;-8,70231056213379;Não;0
Branca;Feminino;Ensino Superior;Sem classe alta ou muito alta;-12,15414905548096;Não;0
Não-branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-12,73105621337891;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-8,45120620727539;Não;0
Não-branca;Feminino;Sem ensino superior;Classe alta e muito alta;-10,22724246978760;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-7,46016120910645;Não;0
Branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-10,63468074798584;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-9,19480991363525;Não;0
Não-branca;Feminino;Sem ensino superior;Classe alta e muito alta;-9,48400688171387;Não;0
Branca;Feminino;Sem ensino superior;Classe alta e muito alta;-11,49108219146729;Não;0
Não-branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-13,52024078369141;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-8,70981407165527;Não;0
Branca;Masculino;Sem ensino superior;Classe alta e muito alta;-12,37732315063477;Não;0
Branca;Feminino;Ensino Superior;Classe alta e muito alta;-5,35358285903931;Não;1
Branca;Masculino;Sem ensino superior;Classe alta e muito alta;-11,24127674102783;Não;0
Branca;Masculino;Sem ensino superior;Classe alta e muito alta;-5,54073476791382;Sim;0
Branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-7,27640628814697;Não;0
Branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-9,56078720092773;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-6,52360153198242;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-7,55091714859009;Não;0
Não-branca;Masculino;Sem ensino superior;Classe alta e muito alta;-9,78482341766357;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-10,79160213470459;Não;0
Branca;Masculino;Sem ensino superior;Classe alta e muito alta;-12,07078361511230;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-7,90174293518066;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-5,33683776855469;Não;0
Branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-10,56533050537109;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-12,21720600128174;Não;0
Branca;Feminino;Ensino Superior;Classe alta e muito alta;-8,19642734527588;Não;0
Branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-12,99669647216797;Não;0
Branca;Feminino;Ensino Superior;Classe alta e muito alta;-6,80626440048218;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-7,03088426589966;Não;0
Não-branca;Feminino;Ensino Superior;Classe alta e muito alta;-11,16833209991455;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-4,04567956924438;Sim;1
Branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-11,63147544860840;Não;0
Não-branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-9,75983428955078;Não;0
Não-branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-9,78906822204590;Não;0
Branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-12,65146064758301;Não;0
Branca;Masculino;Ensino Superior;Sem classe alta ou muito alta;-9,64118099212646;Não;0
Não-branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-10,97832393646240;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-4,95012378692627;Sim;0
Branca;Masculino;Sem ensino superior;Classe alta e muito alta;-7,25471925735474;Não;0
Não-branca;Masculino;Ensino Superior;Classe alta e muito alta;-12,07890510559082;Não;0
Branca;Feminino;Ensino Superior;Classe alta e muito alta;-7,82786369323730;Não;0
Branca;Feminino;Sem ensino superior;Sem classe alta ou muito alta;-11,03320312500000;Não;0
Branca;Masculino;Ensino Superior;Classe alta e muito alta;-12,17476844787598;Não;0
Não-branca;Masculino;Sem ensino superior;Sem classe alta ou muito alta;-14,25420951843262;Não;0
